"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"168","Bhutan",760,760,"Southern Asia","Asia","Jigme Dorji Wangchuk","Non-democracy","Jigme Dorji Wangchuk.Bhutan.1952.1971.Non-democracy",1952,1971,20,0,TRUE
"169","Bhutan",760,760,"Southern Asia","Asia","Jigme Singye Wangchuk","Non-democracy","Jigme Singye Wangchuk.Bhutan.1972.2006.Non-democracy",1972,1989,18,1,TRUE
"170","Bhutan",760,760,"Southern Asia","Asia","Jigme Singye Wangchuk","Non-democracy","Jigme Singye Wangchuk.Bhutan.1972.2006.Non-democracy",1990,2006,17,1,FALSE
"171","Bhutan",760,760,"Southern Asia","Asia","Kinzang Dorji","Democracy","Kinzang Dorji.Bhutan.2007.2007.Democracy",2007,2007,1,1,FALSE
"172","Bhutan",760,760,"Southern Asia","Asia","Jigme Thinley","Democracy","Jigme Thinley.Bhutan.2008.2008.Democracy",2008,2008,1,0,FALSE
"173","Bolivia",145,145,"South America","Americas","Military","Non-democracy","Military.Bolivia.1946.1946.Non-democracy",1946,1946,1,1,TRUE
"174","Bolivia",145,145,"South America","Americas","Enrique Hertzog","Non-democracy","Enrique Hertzog.Bolivia.1947.1948.Non-democracy",1947,1948,2,1,TRUE
"175","Bolivia",145,145,"South America","Americas","Mamerto Urriolagoitia","Non-democracy","Mamerto Urriolagoitia.Bolivia.1949.1950.Non-democracy",1949,1950,2,1,TRUE
"176","Bolivia",145,145,"South America","Americas","Hugo Ballivion Rojas","Non-democracy","Hugo Ballivion Rojas.Bolivia.1951.1951.Non-democracy",1951,1951,1,1,TRUE
"177","Bolivia",145,145,"South America","Americas","Victor Paz Estenssoro","Non-democracy","Victor Paz Estenssoro.Bolivia.1952.1955.Non-democracy",1952,1955,4,1,TRUE
"178","Bolivia",145,145,"South America","Americas","Hernan Siles Zuazo","Non-democracy","Hernan Siles Zuazo.Bolivia.1956.1959.Non-democracy",1956,1959,4,1,TRUE
"179","Bolivia",145,145,"South America","Americas","Victor Paz Estenssoro","Non-democracy","Victor Paz Estenssoro.Bolivia.1960.1963.Non-democracy",1960,1963,4,1,TRUE
"180","Bolivia",145,145,"South America","Americas","Rene Barrientos Ortuno","Non-democracy","Rene Barrientos Ortuno.Bolivia.1964.1964.Non-democracy",1964,1964,1,1,TRUE
"181","Bolivia",145,145,"South America","Americas","Rene Barrientos Ortuno+Alfredo Ovando Candia","Non-democracy","Rene Barrientos Ortuno+Alfredo Ovando Candia.Bolivia.1965.1965.Non-democracy",1965,1965,1,1,TRUE
"182","Bolivia",145,145,"South America","Americas","Rene Barrientos Ortuno","Non-democracy","Rene Barrientos Ortuno.Bolivia.1966.1968.Non-democracy",1966,1968,3,0,TRUE
"183","Bolivia",145,145,"South America","Americas","Alfredo Ovando Candia","Non-democracy","Alfredo Ovando Candia.Bolivia.1969.1969.Non-democracy",1969,1969,1,1,TRUE
"184","Bolivia",145,145,"South America","Americas","Juan Torres Gonzalez","Non-democracy","Juan Torres Gonzalez.Bolivia.1970.1970.Non-democracy",1970,1970,1,1,TRUE
"185","Bolivia",145,145,"South America","Americas","Hugo Banzer Suarez","Non-democracy","Hugo Banzer Suarez.Bolivia.1971.1977.Non-democracy",1971,1977,7,1,TRUE
"186","Bolivia",145,145,"South America","Americas","David Padilla Arancibia","Non-democracy","David Padilla Arancibia.Bolivia.1978.1978.Non-democracy",1978,1978,1,1,TRUE
"187","Bolivia",145,145,"South America","Americas","Lidia Gueiler Tejada","Democracy","Lidia Gueiler Tejada.Bolivia.1979.1979.Democracy",1979,1979,1,1,TRUE
"188","Bolivia",145,145,"South America","Americas","Luis Garcia Meza Tejada","Non-democracy","Luis Garcia Meza Tejada.Bolivia.1980.1980.Non-democracy",1980,1980,1,1,TRUE
"189","Bolivia",145,145,"South America","Americas","Celso Torrelio Villa","Non-democracy","Celso Torrelio Villa.Bolivia.1981.1981.Non-democracy",1981,1981,1,1,TRUE
"190","Bolivia",145,145,"South America","Americas","Hernan Siles Zuazo","Democracy","Hernan Siles Zuazo.Bolivia.1982.1984.Democracy",1982,1984,3,1,TRUE
"191","Bolivia",145,145,"South America","Americas","Victor Paz Estenssoro","Democracy","Victor Paz Estenssoro.Bolivia.1985.1988.Democracy",1985,1988,4,1,TRUE
"192","Bolivia",145,145,"South America","Americas","Jaime Paz Zamoro","Democracy","Jaime Paz Zamoro.Bolivia.1989.1992.Democracy",1989,1992,4,1,FALSE
"193","Bolivia",145,145,"South America","Americas","Gonzalo Sanchez de Lozada","Democracy","Gonzalo Sanchez de Lozada.Bolivia.1993.1996.Democracy",1993,1996,4,1,FALSE
"194","Bolivia",145,145,"South America","Americas","Hugo Banzer Suarez","Democracy","Hugo Banzer Suarez.Bolivia.1997.2000.Democracy",1997,2000,4,1,FALSE
"195","Bolivia",145,145,"South America","Americas","Jorge Fernando Quiroga Ramirez","Democracy","Jorge Fernando Quiroga Ramirez.Bolivia.2001.2001.Democracy",2001,2001,1,1,FALSE
"196","Bolivia",145,145,"South America","Americas","Gonzalo Sanchez de Lozada","Democracy","Gonzalo Sanchez de Lozada.Bolivia.2002.2002.Democracy",2002,2002,1,1,FALSE
"197","Bolivia",145,145,"South America","Americas","Carlos Diego Mesa Gisbert","Democracy","Carlos Diego Mesa Gisbert.Bolivia.2003.2004.Democracy",2003,2004,2,1,FALSE
"198","Bolivia",145,145,"South America","Americas","Eduardo Rodrï¿½guez Veltzï¿½","Democracy","Eduardo Rodrï¿½guez Veltzï¿½.Bolivia.2005.2005.Democracy",2005,2005,1,1,FALSE
"199","Bolivia",145,145,"South America","Americas","Juan Evo Morales Ayma","Democracy","Juan Evo Morales Ayma.Bolivia.2006.2008.Democracy",2006,2008,3,0,FALSE
"200","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Alija Izetbegovic","Non-democracy","Alija Izetbegovic.Bosnia and Herzegovina.1991.1997.Non-democracy",1990,1997,8,1,FALSE
"201","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Zivko Radisic","Non-democracy","Zivko Radisic.Bosnia and Herzegovina.1998.1998.Non-democracy",1998,1998,1,1,FALSE
"202","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Ante Jelavic","Non-democracy","Ante Jelavic.Bosnia and Herzegovina.1999.1999.Non-democracy",1999,1999,1,1,FALSE
"203","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Zivko Radisic","Non-democracy","Zivko Radisic.Bosnia and Herzegovina.2000.2000.Non-democracy",2000,2000,1,1,FALSE
"204","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Jozo Krizanovic","Non-democracy","Jozo Krizanovic.Bosnia and Herzegovina.2001.2001.Non-democracy",2001,2001,1,1,FALSE
"205","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Mirko Sarovic","Non-democracy","Mirko Sarovic.Bosnia and Herzegovina.2002.2002.Non-democracy",2002,2002,1,1,FALSE
"206","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Dragan Kovic","Non-democracy","Dragan Kovic.Bosnia and Herzegovina.2003.2003.Non-democracy",2003,2003,1,1,FALSE
"207","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Borislav Paravac","Non-democracy","Borislav Paravac.Bosnia and Herzegovina.2004.2004.Non-democracy",2004,2004,1,1,FALSE
"208","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Ivo Miro Jovic","Non-democracy","Ivo Miro Jovic.Bosnia and Herzegovina.2005.2005.Non-democracy",2005,2005,1,1,FALSE
"209","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Nebojsa Radmanovic","Non-democracy","Nebojsa Radmanovic.Bosnia and Herzegovina.2006.2006.Non-democracy",2006,2006,1,1,FALSE
"210","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Zeljko Komsic","Non-democracy","Zeljko Komsic.Bosnia and Herzegovina.2007.2007.Non-democracy",2007,2007,1,1,FALSE
"211","Bosnia and Herzegovina",346,346,"Southern Europe","Europe","Nebojsa Radmanovic","Non-democracy","Nebojsa Radmanovic.Bosnia and Herzegovina.2008.2008.Non-democracy",2008,2008,1,0,FALSE
"212","Botswana",571,571,"Southern Africa","Africa","Seretse Khama","Non-democracy","Seretse Khama.Botswana.1966.1979.Non-democracy",1965,1979,15,0,TRUE
"213","Botswana",571,571,"Southern Africa","Africa","Quett Masire","Non-democracy","Quett Masire.Botswana.1980.1997.Non-democracy",1980,1989,10,1,TRUE
"214","Botswana",571,571,"Southern Africa","Africa","Quett Masire","Non-democracy","Quett Masire.Botswana.1980.1997.Non-democracy",1990,1997,8,1,FALSE
"215","Botswana",571,571,"Southern Africa","Africa","Festus Mogae","Non-democracy","Festus Mogae.Botswana.1998.2007.Non-democracy",1998,2007,10,1,FALSE
"216","Botswana",571,571,"Southern Africa","Africa","Seretse Khama Ian Khama","Non-democracy","Seretse Khama Ian Khama.Botswana.2008.2008.Non-democracy",2008,2008,1,0,FALSE
"217","Brazil",140,140,"South America","Americas","Eurico Dutra","Democracy","Eurico Dutra.Brazil.1946.1950.Democracy",1946,1950,5,1,TRUE
"218","Brazil",140,140,"South America","Americas","Getulio Vargas","Democracy","Getulio Vargas.Brazil.1951.1953.Democracy",1951,1953,3,0,TRUE
"219","Brazil",140,140,"South America","Americas","Joao Cafe","Democracy","Joao Cafe.Brazil.1954.1954.Democracy",1954,1954,1,1,TRUE
"220","Brazil",140,140,"South America","Americas","Nereu Ramos","Democracy","Nereu Ramos.Brazil.1955.1955.Democracy",1955,1955,1,1,TRUE
"221","Brazil",140,140,"South America","Americas","Juscelino Kubitschek","Democracy","Juscelino Kubitschek.Brazil.1956.1960.Democracy",1956,1960,5,1,TRUE
"222","Brazil",140,140,"South America","Americas","Tancredo de Almeida Neves","Democracy","Tancredo de Almeida Neves.Brazil.1961.1961.Democracy",1961,1961,1,1,TRUE
"223","Brazil",140,140,"South America","Americas","Hermes Lima","Democracy","Hermes Lima.Brazil.1962.1962.Democracy",1962,1962,1,1,TRUE
"224","Brazil",140,140,"South America","Americas","Joao Belchior Marques Goulart","Democracy","Joao Belchior Marques Goulart.Brazil.1963.1963.Democracy",1963,1963,1,1,TRUE
"225","Brazil",140,140,"South America","Americas","Humberto de Alencar Castello Branco","Non-democracy","Humberto de Alencar Castello Branco.Brazil.1964.1966.Non-democracy",1964,1966,3,1,TRUE
"226","Brazil",140,140,"South America","Americas","Artur da Costa e Silva","Non-democracy","Artur da Costa e Silva.Brazil.1967.1968.Non-democracy",1967,1968,2,1,TRUE
"227","Brazil",140,140,"South America","Americas","Emilio Medici","Non-democracy","Emilio Medici.Brazil.1969.1973.Non-democracy",1969,1973,5,1,TRUE
"228","Brazil",140,140,"South America","Americas","Ernesto Geisel","Non-democracy","Ernesto Geisel.Brazil.1974.1978.Non-democracy",1974,1978,5,1,TRUE
"229","Brazil",140,140,"South America","Americas","Joao Figueiredo","Non-democracy","Joao Figueiredo.Brazil.1979.1984.Non-democracy",1979,1984,6,1,TRUE
"230","Brazil",140,140,"South America","Americas","Jose Sarney","Democracy","Jose Sarney.Brazil.1985.1989.Democracy",1985,1989,5,1,TRUE
"231","Brazil",140,140,"South America","Americas","Fernando Collor de Mello","Democracy","Fernando Collor de Mello.Brazil.1990.1991.Democracy",1990,1991,2,1,FALSE
"232","Brazil",140,140,"South America","Americas","Itamar Franco","Democracy","Itamar Franco.Brazil.1992.1994.Democracy",1992,1994,3,1,FALSE
"233","Brazil",140,140,"South America","Americas","Fernando Henrique Cardoso","Democracy","Fernando Henrique Cardoso.Brazil.1995.2002.Democracy",1995,2002,8,1,FALSE
"234","Brazil",140,140,"South America","Americas","Luiz Inï¿½cio Lula da Silva","Democracy","Luiz Inï¿½cio Lula da Silva.Brazil.2003.2008.Democracy",2003,2008,6,0,FALSE
"235","Brunei Darussalam",835,835,"South-Eastern Asia","Asia","Hassanal Bolkiah","Non-democracy","Hassanal Bolkiah.Brunei Darussalam.1984.2008.Non-democracy",1967,1989,23,0,TRUE
"236","Brunei Darussalam",835,835,"South-Eastern Asia","Asia","Hassanal Bolkiah","Non-democracy","Hassanal Bolkiah.Brunei Darussalam.1984.2008.Non-democracy",1990,2008,19,0,FALSE
"237","Bulgaria",355,355,"Eastern Europe","Europe","Georgi Dimitrov","Non-democracy","Georgi Dimitrov.Bulgaria.1946.1948.Non-democracy",1945,1945,1,0,FALSE
"238","Bulgaria",355,355,"Eastern Europe","Europe","Georgi Dimitrov","Non-democracy","Georgi Dimitrov.Bulgaria.1946.1948.Non-democracy",1946,1948,3,0,TRUE
"239","Bulgaria",355,355,"Eastern Europe","Europe","Vasil Petrov Kolarov","Non-democracy","Vasil Petrov Kolarov.Bulgaria.1949.1949.Non-democracy",1949,1949,1,0,TRUE
"240","Bulgaria",355,355,"Eastern Europe","Europe","Vulko Chervenkov","Non-democracy","Vulko Chervenkov.Bulgaria.1950.1953.Non-democracy",1950,1953,4,1,TRUE
"241","Bulgaria",355,355,"Eastern Europe","Europe","Todor Zhivkov","Non-democracy","Todor Zhivkov.Bulgaria.1954.1988.Non-democracy",1954,1988,35,1,TRUE
"242","Bulgaria",355,355,"Eastern Europe","Europe","Peter Mladenov","Non-democracy","Peter Mladenov.Bulgaria.1989.1989.Non-democracy",1989,1989,1,1,TRUE
"243","Bulgaria",355,355,"Eastern Europe","Europe","Peter Mladenov","Non-democracy","Peter Mladenov.Bulgaria.1989.1989.Non-democracy",1989,1989,1,1,FALSE
"244","Bulgaria",355,355,"Eastern Europe","Europe","Dimitur Popov","Democracy","Dimitur Popov.Bulgaria.1990.1990.Democracy",1990,1990,1,1,FALSE
"245","Bulgaria",355,355,"Eastern Europe","Europe","Filip Dimitrov","Democracy","Filip Dimitrov.Bulgaria.1991.1991.Democracy",1991,1991,1,1,FALSE
"246","Bulgaria",355,355,"Eastern Europe","Europe","Lyuben Berov","Democracy","Lyuben Berov.Bulgaria.1992.1993.Democracy",1992,1993,2,1,FALSE
"247","Bulgaria",355,355,"Eastern Europe","Europe","Reneta Indzhova","Democracy","Reneta Indzhova.Bulgaria.1994.1994.Democracy",1994,1994,1,1,FALSE
"248","Bulgaria",355,355,"Eastern Europe","Europe","Zhan Videnov","Democracy","Zhan Videnov.Bulgaria.1995.1996.Democracy",1995,1996,2,1,FALSE
"249","Bulgaria",355,355,"Eastern Europe","Europe","Ivan Kostov","Democracy","Ivan Kostov.Bulgaria.1997.2000.Democracy",1997,2000,4,1,FALSE
"250","Bulgaria",355,355,"Eastern Europe","Europe","Simeon Borisov Sakskoburggotski","Democracy","Simeon Borisov Sakskoburggotski.Bulgaria.2001.2004.Democracy",2001,2004,4,1,FALSE
"251","Bulgaria",355,355,"Eastern Europe","Europe","Sergey Dimitrievich Stanishev","Democracy","Sergey Dimitrievich Stanishev.Bulgaria.2005.2008.Democracy",2005,2008,4,0,FALSE
"252","Burkina Faso",439,439,"Western Africa","Africa","Maurice Yameogo","Non-democracy","Maurice Yameogo.Burkina Faso.1960.1965.Non-democracy",1958,1965,8,1,TRUE
"253","Burkina Faso",439,439,"Western Africa","Africa","Sangoule Lamizana","Non-democracy","Sangoule Lamizana.Burkina Faso.1966.1979.Non-democracy",1966,1979,14,1,TRUE
"254","Burkina Faso",439,439,"Western Africa","Africa","Saye Zerbo","Non-democracy","Saye Zerbo.Burkina Faso.1980.1981.Non-democracy",1980,1981,2,1,TRUE
"255","Burkina Faso",439,439,"Western Africa","Africa","Jean-Baptiste Ouedraogo","Non-democracy","Jean-Baptiste Ouedraogo.Burkina Faso.1982.1982.Non-democracy",1982,1982,1,1,TRUE
"256","Burkina Faso",439,439,"Western Africa","Africa","Thomas Sankara","Non-democracy","Thomas Sankara.Burkina Faso.1983.1986.Non-democracy",1983,1986,4,0,TRUE
"257","Burkina Faso",439,439,"Western Africa","Africa","Blaise Compaor","Non-democracy","Blaise Compaor.Burkina Faso.1987.2008.Non-democracy",1987,1989,3,0,TRUE
"258","Burkina Faso",439,439,"Western Africa","Africa","Blaise Compaor","Non-democracy","Blaise Compaor.Burkina Faso.1987.2008.Non-democracy",1990,2008,19,0,FALSE
"259","Burundi",516,516,"Eastern Africa","Africa","Mwambutsa IV","Non-democracy","Mwambutsa IV.Burundi.1962.1965.Non-democracy",1915,1945,31,1,FALSE
"260","Burundi",516,516,"Eastern Africa","Africa","Mwambutsa IV","Non-democracy","Mwambutsa IV.Burundi.1962.1965.Non-democracy",1946,1965,20,1,TRUE
"261","Burundi",516,516,"Eastern Africa","Africa","Michel Micombero","Non-democracy","Michel Micombero.Burundi.1966.1975.Non-democracy",1966,1975,10,1,TRUE
"262","Burundi",516,516,"Eastern Africa","Africa","Jean-Baptiste Bagaza","Non-democracy","Jean-Baptiste Bagaza.Burundi.1976.1986.Non-democracy",1976,1986,11,1,TRUE
"263","Burundi",516,516,"Eastern Africa","Africa","Pierre Buyoya","Non-democracy","Pierre Buyoya.Burundi.1987.1992.Non-democracy",1987,1989,3,1,TRUE
"264","Burundi",516,516,"Eastern Africa","Africa","Pierre Buyoya","Non-democracy","Pierre Buyoya.Burundi.1987.1992.Non-democracy",1990,1992,3,1,FALSE
"265","Burundi",516,516,"Eastern Africa","Africa","Sylvie Kinigi","Democracy","Sylvie Kinigi.Burundi.1993.1993.Democracy",1993,1993,1,1,FALSE
"266","Burundi",516,516,"Eastern Africa","Africa","Sylvestre Ntibantunganya","Democracy","Sylvestre Ntibantunganya.Burundi.1994.1995.Democracy",1994,1995,2,1,FALSE
"267","Burundi",516,516,"Eastern Africa","Africa","Pierre Buyoya","Non-democracy","Pierre Buyoya.Burundi.1996.2002.Non-democracy",1996,2002,7,1,FALSE
"268","Burundi",516,516,"Eastern Africa","Africa","Domitien Ndayizeye","Non-democracy","Domitien Ndayizeye.Burundi.2003.2004.Non-democracy",2003,2004,2,1,FALSE
"269","Burundi",516,516,"Eastern Africa","Africa","Pierre Nkurunziza","Democracy","Pierre Nkurunziza.Burundi.2005.2008.Democracy",2005,2008,4,0,FALSE
"270","Cambodia",811,811,"South-Eastern Asia","Asia","Norodom Sihanouk","Non-democracy","Norodom Sihanouk.Cambodia.1953.1965.Non-democracy",1941,1945,5,1,FALSE
"271","Cambodia",811,811,"South-Eastern Asia","Asia","Norodom Sihanouk","Non-democracy","Norodom Sihanouk.Cambodia.1953.1965.Non-democracy",1946,1965,20,1,TRUE
"272","Cambodia",811,811,"South-Eastern Asia","Asia","Lon Nol","Non-democracy","Lon Nol.Cambodia.1966.1966.Non-democracy",1966,1966,1,1,TRUE
"273","Cambodia",811,811,"South-Eastern Asia","Asia","Norodom Sihanouk","Non-democracy","Norodom Sihanouk.Cambodia.1967.1968.Non-democracy",1967,1968,2,1,TRUE
"274","Cambodia",811,811,"South-Eastern Asia","Asia","Lon Nol","Non-democracy","Lon Nol.Cambodia.1969.1974.Non-democracy",1969,1974,6,1,TRUE
"275","Cambodia",811,811,"South-Eastern Asia","Asia","Norodom Sihanouk","Non-democracy","Norodom Sihanouk.Cambodia.1975.1975.Non-democracy",1975,1975,1,1,TRUE
"276","Cambodia",811,811,"South-Eastern Asia","Asia","Pol Pot","Non-democracy","Pol Pot.Cambodia.1976.1978.Non-democracy",1976,1978,3,1,TRUE
"277","Cambodia",811,811,"South-Eastern Asia","Asia","Heng Samrin","Non-democracy","Heng Samrin.Cambodia.1979.1990.Non-democracy",1979,1989,11,1,TRUE
"278","Cambodia",811,811,"South-Eastern Asia","Asia","Heng Samrin","Non-democracy","Heng Samrin.Cambodia.1979.1990.Non-democracy",1990,1990,1,1,FALSE
"279","Cambodia",811,811,"South-Eastern Asia","Asia","Norodom Sihanouk","Non-democracy","Norodom Sihanouk.Cambodia.1991.1992.Non-democracy",1991,1992,2,1,FALSE
"280","Cambodia",811,811,"South-Eastern Asia","Asia","Hun Sen + Ranariddh","Non-democracy","Hun Sen + Ranariddh.Cambodia.1993.1996.Non-democracy",1993,1996,4,1,FALSE
"281","Cambodia",811,811,"South-Eastern Asia","Asia","Hun Sen","Non-democracy","Hun Sen.Cambodia.1997.2008.Non-democracy",1997,2008,12,0,FALSE
"282","Cameroon",471,471,"Middle Africa","Africa","Ahmadou Ahidjo","Non-democracy","Ahmadou Ahidjo.Cameroon.1960.1981.Non-democracy",1959,1981,23,1,TRUE
"283","Cameroon",471,471,"Middle Africa","Africa","Paul Biya","Non-democracy","Paul Biya.Cameroon.1982.2008.Non-democracy",1982,1989,8,0,TRUE
"284","Cameroon",471,471,"Middle Africa","Africa","Paul Biya","Non-democracy","Paul Biya.Cameroon.1982.2008.Non-democracy",1990,2008,19,0,FALSE
"285","Canada",20,20,"Northern America","Americas","W. MacKenzie King","Democracy","W. MacKenzie King.Canada.1946.1947.Democracy",1935,1945,11,1,FALSE
"286","Canada",20,20,"Northern America","Americas","W. MacKenzie King","Democracy","W. MacKenzie King.Canada.1946.1947.Democracy",1946,1947,2,1,TRUE
"287","Canada",20,20,"Northern America","Americas","Louis Saint Laurent","Democracy","Louis Saint Laurent.Canada.1948.1956.Democracy",1948,1956,9,1,TRUE
"288","Canada",20,20,"Northern America","Americas","John Diefenbaker","Democracy","John Diefenbaker.Canada.1957.1962.Democracy",1957,1962,6,1,TRUE
"289","Canada",20,20,"Northern America","Americas","Lester Pearson","Democracy","Lester Pearson.Canada.1963.1967.Democracy",1963,1967,5,1,TRUE
