order,ctryname,cowcode,un_region_name,un_continent_name,ehead,democracy,regime,leaderspellreg,tenurereg,edatereg,rightcensreg
177,Bolivia,145,South America,Americas,Hugo Banzer Suarez,Democracy,Presidential Dem,Hugo Banzer Suarez.Bolivia.1997.Presidential Dem,4,1997,1
178,Bolivia,145,South America,Americas,Jorge Fernando Quiroga Ramirez,Democracy,Presidential Dem,Jorge Fernando Quiroga Ramirez.Bolivia.2001.Presidential Dem,1,2001,1
179,Bolivia,145,South America,Americas,Gonzalo Sanchez de Lozada,Democracy,Presidential Dem,Gonzalo Sanchez de Lozada.Bolivia.2002.Presidential Dem,1,2002,1
180,Bolivia,145,South America,Americas,Carlos Diego Mesa Gisbert,Democracy,Presidential Dem,Carlos Diego Mesa Gisbert.Bolivia.2003.Presidential Dem,2,2003,1
181,Bolivia,145,South America,Americas,Eduardo Rodrï¿½guez Veltzï¿½,Democracy,Presidential Dem,Eduardo Rodrï¿½guez Veltzï¿½.Bolivia.2005.Presidential Dem,1,2005,1
182,Bolivia,145,South America,Americas,Juan Evo Morales Ayma,Democracy,Presidential Dem,Juan Evo Morales Ayma.Bolivia.2006.Presidential Dem,3,2006,0
183,Bosnia and Herzegovina,346,Southern Europe,Europe,Alija Izetbegovic,Non-democracy,Civilian Dict,Alija Izetbegovic.Bosnia and Herzegovina.1991.Civilian Dict,7,1991,1
184,Bosnia and Herzegovina,346,Southern Europe,Europe,Zivko Radisic,Non-democracy,Civilian Dict,Zivko Radisic.Bosnia and Herzegovina.1998.Civilian Dict,1,1998,1
185,Bosnia and Herzegovina,346,Southern Europe,Europe,Ante Jelavic,Non-democracy,Civilian Dict,Ante Jelavic.Bosnia and Herzegovina.1999.Civilian Dict,1,1999,1
186,Bosnia and Herzegovina,346,Southern Europe,Europe,Zivko Radisic,Non-democracy,Civilian Dict,Zivko Radisic.Bosnia and Herzegovina.2000.Civilian Dict,1,2000,1
187,Bosnia and Herzegovina,346,Southern Europe,Europe,Jozo Krizanovic,Non-democracy,Civilian Dict,Jozo Krizanovic.Bosnia and Herzegovina.2001.Civilian Dict,1,2001,1
188,Bosnia and Herzegovina,346,Southern Europe,Europe,Mirko Sarovic,Non-democracy,Civilian Dict,Mirko Sarovic.Bosnia and Herzegovina.2002.Civilian Dict,1,2002,1
189,Bosnia and Herzegovina,346,Southern Europe,Europe,Dragan Kovic,Non-democracy,Civilian Dict,Dragan Kovic.Bosnia and Herzegovina.2003.Civilian Dict,1,2003,1
190,Bosnia and Herzegovina,346,Southern Europe,Europe,Borislav Paravac,Non-democracy,Civilian Dict,Borislav Paravac.Bosnia and Herzegovina.2004.Civilian Dict,1,2004,1
191,Bosnia and Herzegovina,346,Southern Europe,Europe,Ivo Miro Jovic,Non-democracy,Civilian Dict,Ivo Miro Jovic.Bosnia and Herzegovina.2005.Civilian Dict,1,2005,1
192,Bosnia and Herzegovina,346,Southern Europe,Europe,Nebojsa Radmanovic,Non-democracy,Civilian Dict,Nebojsa Radmanovic.Bosnia and Herzegovina.2006.Civilian Dict,1,2006,1
193,Bosnia and Herzegovina,346,Southern Europe,Europe,Zeljko Komsic,Non-democracy,Civilian Dict,Zeljko Komsic.Bosnia and Herzegovina.2007.Civilian Dict,1,2007,1
194,Bosnia and Herzegovina,346,Southern Europe,Europe,Nebojsa Radmanovic,Non-democracy,Civilian Dict,Nebojsa Radmanovic.Bosnia and Herzegovina.1966.Civilian Dict,1,2008,0
195,Botswana,571,Southern Africa,Africa,Seretse Khama,Non-democracy,Civilian Dict,Seretse Khama.Botswana.1966.Civilian Dict,14,1966,0
196,Botswana,571,Southern Africa,Africa,Quett Masire,Non-democracy,Civilian Dict,Quett Masire.Botswana.1980.Civilian Dict,18,1980,1
197,Botswana,571,Southern Africa,Africa,Festus Mogae,Non-democracy,Civilian Dict,Festus Mogae.Botswana.1998.Civilian Dict,10,1998,1
198,Botswana,571,Southern Africa,Africa,Seretse Khama Ian Khama,Non-democracy,Military Dict,Seretse Khama Ian Khama.Botswana.2008.Military Dict,1,2008,0
199,Brazil,140,South America,Americas,Eurico Dutra,Democracy,Presidential Dem,Eurico Dutra.Brazil.1946.Presidential Dem,5,1946,1
200,Brazil,140,South America,Americas,Getulio Vargas,Democracy,Presidential Dem,Getulio Vargas.Brazil.1951.Presidential Dem,3,1951,0
201,Brazil,140,South America,Americas,Joao Cafe,Democracy,Presidential Dem,Joao Cafe.Brazil.1954.Presidential Dem,1,1954,1
202,Brazil,140,South America,Americas,Nereu Ramos,Democracy,Presidential Dem,Nereu Ramos.Brazil.1955.Presidential Dem,1,1955,1
203,Brazil,140,South America,Americas,Juscelino Kubitschek,Democracy,Presidential Dem,Juscelino Kubitschek.Brazil.1956.Presidential Dem,5,1956,1
204,Brazil,140,South America,Americas,Tancredo de Almeida Neves,Democracy,Mixed Dem,Tancredo de Almeida Neves.Brazil.1961.Mixed Dem,1,1961,1
205,Brazil,140,South America,Americas,Hermes Lima,Democracy,Mixed Dem,Hermes Lima.Brazil.1962.Mixed Dem,1,1962,1
206,Brazil,140,South America,Americas,Joao Belchior Marques Goulart,Democracy,Presidential Dem,Joao Belchior Marques Goulart.Brazil.1963.Presidential Dem,1,1963,1
207,Brazil,140,South America,Americas,Humberto de Alencar Castello Branco,Non-democracy,Military Dict,Humberto de Alencar Castello Branco.Brazil.1964.Military Dict,3,1964,1
208,Brazil,140,South America,Americas,Artur da Costa e Silva,Non-democracy,Military Dict,Artur da Costa e Silva.Brazil.1967.Military Dict,2,1967,1
209,Brazil,140,South America,Americas,Emilio Medici,Non-democracy,Military Dict,Emilio Medici.Brazil.1969.Military Dict,5,1969,1
210,Brazil,140,South America,Americas,Ernesto Geisel,Non-democracy,Military Dict,Ernesto Geisel.Brazil.1974.Military Dict,5,1974,1
211,Brazil,140,South America,Americas,Joao Figueiredo,Non-democracy,Military Dict,Joao Figueiredo.Brazil.1979.Military Dict,6,1979,1
212,Brazil,140,South America,Americas,Jose Sarney,Democracy,Presidential Dem,Jose Sarney.Brazil.1985.Presidential Dem,5,1985,1
213,Brazil,140,South America,Americas,Fernando Collor de Mello,Democracy,Presidential Dem,Fernando Collor de Mello.Brazil.1990.Presidential Dem,2,1990,1
214,Brazil,140,South America,Americas,Itamar Franco,Democracy,Presidential Dem,Itamar Franco.Brazil.1992.Presidential Dem,3,1992,1
215,Brazil,140,South America,Americas,Fernando Henrique Cardoso,Democracy,Presidential Dem,Fernando Henrique Cardoso.Brazil.1995.Presidential Dem,8,1995,1
216,Brazil,140,South America,Americas,Luiz Inï¿½cio Lula da Silva,Democracy,Presidential Dem,Luiz Inï¿½cio Lula da Silva.Brazil.2003.Presidential Dem,6,2003,0
217,Brunei Darussalam,835,South-Eastern Asia,Asia,Hassanal Bolkiah,Non-democracy,Monarchy,Hassanal Bolkiah.Brunei Darussalam.1984.Monarchy,25,1984,0
218,Bulgaria,355,Eastern Europe,Europe,Georgi Dimitrov,Non-democracy,Civilian Dict,Georgi Dimitrov.Bulgaria.1946.Civilian Dict,3,1946,0
219,Bulgaria,355,Eastern Europe,Europe,Vasil Petrov Kolarov,Non-democracy,Civilian Dict,Vasil Petrov Kolarov.Bulgaria.1949.Civilian Dict,1,1949,0
220,Bulgaria,355,Eastern Europe,Europe,Vulko Chervenkov,Non-democracy,Civilian Dict,Vulko Chervenkov.Bulgaria.1950.Civilian Dict,4,1950,1
221,Bulgaria,355,Eastern Europe,Europe,Todor Zhivkov,Non-democracy,Civilian Dict,Todor Zhivkov.Bulgaria.1954.Civilian Dict,35,1954,1
222,Bulgaria,355,Eastern Europe,Europe,Peter Mladenov,Non-democracy,Civilian Dict,Peter Mladenov.Bulgaria.1989.Civilian Dict,1,1989,1
223,Bulgaria,355,Eastern Europe,Europe,Dimitur Popov,Democracy,Mixed Dem,Dimitur Popov.Bulgaria.1990.Mixed Dem,1,1990,1
224,Bulgaria,355,Eastern Europe,Europe,Filip Dimitrov,Democracy,Mixed Dem,Filip Dimitrov.Bulgaria.1991.Mixed Dem,1,1991,1
225,Bulgaria,355,Eastern Europe,Europe,Lyuben Berov,Democracy,Mixed Dem,Lyuben Berov.Bulgaria.1992.Mixed Dem,2,1992,1
226,Bulgaria,355,Eastern Europe,Europe,Reneta Indzhova,Democracy,Mixed Dem,Reneta Indzhova.Bulgaria.1994.Mixed Dem,1,1994,1
227,Bulgaria,355,Eastern Europe,Europe,Zhan Videnov,Democracy,Mixed Dem,Zhan Videnov.Bulgaria.1995.Mixed Dem,2,1995,1
228,Bulgaria,355,Eastern Europe,Europe,Ivan Kostov,Democracy,Mixed Dem,Ivan Kostov.Bulgaria.1997.Mixed Dem,4,1997,1
229,Bulgaria,355,Eastern Europe,Europe,Simeon Borisov Sakskoburggotski,Democracy,Mixed Dem,Simeon Borisov Sakskoburggotski.Bulgaria.2001.Mixed Dem,4,2001,1
230,Bulgaria,355,Eastern Europe,Europe,Sergey Dimitrievich Stanishev,Democracy,Mixed Dem,Sergey Dimitrievich Stanishev.Bulgaria.2005.Mixed Dem,4,2005,0
231,Burkina Faso,439,Western Africa,Africa,Maurice Yameogo,Non-democracy,Civilian Dict,Maurice Yameogo.Burkina Faso.1960.Civilian Dict,6,1960,1
232,Burkina Faso,439,Western Africa,Africa,Sangoule Lamizana,Non-democracy,Military Dict,Sangoule Lamizana.Burkina Faso.1966.Military Dict,14,1966,1
233,Burkina Faso,439,Western Africa,Africa,Saye Zerbo,Non-democracy,Military Dict,Saye Zerbo.Burkina Faso.1980.Military Dict,2,1980,1
234,Burkina Faso,439,Western Africa,Africa,Jean-Baptiste Ouedraogo,Non-democracy,Military Dict,Jean-Baptiste Ouedraogo.Burkina Faso.1982.Military Dict,1,1982,1
235,Burkina Faso,439,Western Africa,Africa,Thomas Sankara,Non-democracy,Military Dict,Thomas Sankara.Burkina Faso.1983.Military Dict,4,1983,0
236,Burkina Faso,439,Western Africa,Africa,Blaise Compaor,Non-democracy,Military Dict,Blaise Compaor.Burkina Faso.1987.Military Dict,22,1987,0
237,Burundi,516,Eastern Africa,Africa,Mwambutsa IV,Non-democracy,Monarchy,Mwambutsa IV.Burundi.1962.Monarchy,4,1962,1
238,Burundi,516,Eastern Africa,Africa,Michel Micombero,Non-democracy,Military Dict,Michel Micombero.Burundi.1966.Military Dict,10,1966,1
239,Burundi,516,Eastern Africa,Africa,Jean-Baptiste Bagaza,Non-democracy,Military Dict,Jean-Baptiste Bagaza.Burundi.1976.Military Dict,11,1976,1
240,Burundi,516,Eastern Africa,Africa,Pierre Buyoya,Non-democracy,Military Dict,Pierre Buyoya.Burundi.1987.Military Dict,6,1987,1
241,Burundi,516,Eastern Africa,Africa,Sylvie Kinigi,Democracy,Presidential Dem,Sylvie Kinigi.Burundi.1993.Presidential Dem,1,1993,1
242,Burundi,516,Eastern Africa,Africa,Sylvestre Ntibantunganya,Democracy,Presidential Dem,Sylvestre Ntibantunganya.Burundi.1994.Presidential Dem,2,1994,1
243,Burundi,516,Eastern Africa,Africa,Pierre Buyoya,Non-democracy,Military Dict,Pierre Buyoya.Burundi.1996.Military Dict,7,1996,1
244,Burundi,516,Eastern Africa,Africa,Domitien Ndayizeye,Non-democracy,Civilian Dict,Domitien Ndayizeye.Burundi.2003.Civilian Dict,2,2003,1
245,Burundi,516,Eastern Africa,Africa,Pierre Nkurunziza,Democracy,Presidential Dem,Pierre Nkurunziza.Burundi.2005.Presidential Dem,4,2005,0
246,Cambodia,811,South-Eastern Asia,Asia,Norodom Sihanouk,Non-democracy,Monarchy,Norodom Sihanouk.Cambodia.1953.Monarchy,2,1953,1
247,Cambodia,811,South-Eastern Asia,Asia,Norodom Sihanouk,Non-democracy,Civilian Dict,Norodom Sihanouk.Cambodia.1955.Civilian Dict,11,1955,1
248,Cambodia,811,South-Eastern Asia,Asia,Lon Nol,Non-democracy,Military Dict,Lon Nol.Cambodia.1966.Military Dict,1,1966,1
249,Cambodia,811,South-Eastern Asia,Asia,Norodom Sihanouk,Non-democracy,Civilian Dict,Norodom Sihanouk.Cambodia.1967.Civilian Dict,2,1967,1
250,Cambodia,811,South-Eastern Asia,Asia,Lon Nol,Non-democracy,Military Dict,Lon Nol.Cambodia.1969.Military Dict,6,1969,1
251,Cambodia,811,South-Eastern Asia,Asia,Norodom Sihanouk,Non-democracy,Civilian Dict,Norodom Sihanouk.Cambodia.1975.Civilian Dict,1,1975,1
252,Cambodia,811,South-Eastern Asia,Asia,Pol Pot,Non-democracy,Civilian Dict,Pol Pot.Cambodia.1976.Civilian Dict,3,1976,1
253,Cambodia,811,South-Eastern Asia,Asia,Heng Samrin,Non-democracy,Military Dict,Heng Samrin.Cambodia.1979.Military Dict,12,1979,1
254,Cambodia,811,South-Eastern Asia,Asia,Norodom Sihanouk,Non-democracy,Civilian Dict,Norodom Sihanouk.Cambodia.1991.Civilian Dict,2,1991,1
255,Cambodia,811,South-Eastern Asia,Asia,Hun Sen + Ranariddh,Non-democracy,Civilian Dict,Hun Sen + Ranariddh.Cambodia.1993.Civilian Dict,4,1993,1
256,Cambodia,811,South-Eastern Asia,Asia,Hun Sen,Non-democracy,Civilian Dict,Hun Sen.Cambodia.1960.Civilian Dict,12,1997,0
257,Cameroon,471,Middle Africa,Africa,Ahmadou Ahidjo,Non-democracy,Civilian Dict,Ahmadou Ahidjo.Cameroon.1960.Civilian Dict,22,1960,1
258,Cameroon,471,Middle Africa,Africa,Paul Biya,Non-democracy,Civilian Dict,Paul Biya.Cameroon.1982.Civilian Dict,27,1982,0
259,Canada,20,Northern America,Americas,W. MacKenzie King,Democracy,Parliamentary Dem,W. MacKenzie King.Canada.1946.Parliamentary Dem,2,1946,1
260,Canada,20,Northern America,Americas,Louis Saint Laurent,Democracy,Parliamentary Dem,Louis Saint Laurent.Canada.1948.Parliamentary Dem,9,1948,1
261,Canada,20,Northern America,Americas,John Diefenbaker,Democracy,Parliamentary Dem,John Diefenbaker.Canada.1957.Parliamentary Dem,6,1957,1
262,Canada,20,Northern America,Americas,Lester Pearson,Democracy,Parliamentary Dem,Lester Pearson.Canada.1963.Parliamentary Dem,5,1963,1
263,Canada,20,Northern America,Americas,Pierre Elliott Trudeau,Democracy,Parliamentary Dem,Pierre Elliott Trudeau.Canada.1968.Parliamentary Dem,11,1968,1
264,Canada,20,Northern America,Americas,Joe Clark,Democracy,Parliamentary Dem,Joe Clark.Canada.1979.Parliamentary Dem,1,1979,1
265,Canada,20,Northern America,Americas,Pierre Elliott Trudeau,Democracy,Parliamentary Dem,Pierre Elliott Trudeau.Canada.1980.Parliamentary Dem,4,1980,1
266,Canada,20,Northern America,Americas,Brian Mulroney,Democracy,Parliamentary Dem,Brian Mulroney.Canada.1984.Parliamentary Dem,9,1984,1
267,Canada,20,Northern America,Americas,Jean Chretien,Democracy,Parliamentary Dem,Jean Chretien.Canada.1993.Parliamentary Dem,10,1993,1
268,Canada,20,Northern America,Americas,"Paul Joseph Martin, Jr.",Democracy,Parliamentary Dem,"Paul Joseph Martin, Jr..Canada.2003.Parliamentary Dem",3,2003,1
269,Canada,20,Northern America,Americas,Stephen Joseph Harper,Democracy,Parliamentary Dem,Stephen Joseph Harper.Canada.2006.Parliamentary Dem,3,2006,0
270,Cape Verde,402,Western Africa,Africa,Aristides Pereira,Non-democracy,Civilian Dict,Aristides Pereira.Cape Verde.1975.Civilian Dict,15,1975,1
271,Cape Verde,402,Western Africa,Africa,Aristides Pereira,Democracy,Mixed Dem,Aristides Pereira.Cape Verde.1990.Mixed Dem,1,1990,1
272,Cape Verde,402,Western Africa,Africa,Carlos Veiga,Democracy,Mixed Dem,Carlos Veiga.Cape Verde.1991.Mixed Dem,9,1991,1
273,Cape Verde,402,Western Africa,Africa,Antonio Gualberto do Rosario,Democracy,Mixed Dem,Antonio Gualberto do Rosario.Cape Verde.2000.Mixed Dem,1,2000,1
274,Cape Verde,402,Western Africa,Africa,Jose Neves,Democracy,Mixed Dem,Jose Neves.Cape Verde.2001.Mixed Dem,8,2001,0
275,Central African Republic,482,Middle Africa,Africa,David Dacko,Non-democracy,Civilian Dict,David Dacko.Central African Republic.1960.Civilian Dict,6,1960,1
276,Central African Republic,482,Middle Africa,Africa,Jean-Bedel Bokassa,Non-democracy,Military Dict,Jean-Bedel Bokassa.Central African Republic.1966.Military Dict,13,1966,1
277,Central African Republic,482,Middle Africa,Africa,David Dacko,Non-democracy,Civilian Dict,David Dacko.Central African Republic.1979.Civilian Dict,2,1979,1
278,Central African Republic,482,Middle Africa,Africa,Andre Kolingba,Non-democracy,Military Dict,Andre Kolingba.Central African Republic.1981.Military Dict,12,1981,1
279,Central African Republic,482,Middle Africa,Africa,Jean-Luc Mandaba,Democracy,Mixed Dem,Jean-Luc Mandaba.Central African Republic.1993.Mixed Dem,2,1993,1
280,Central African Republic,482,Middle Africa,Africa,Gabriel Koyambounou,Democracy,Mixed Dem,Gabriel Koyambounou.Central African Republic.1995.Mixed Dem,1,1995,1
281,Central African Republic,482,Middle Africa,Africa,Jean-Paul Ngoupande,Democracy,Mixed Dem,Jean-Paul Ngoupande.Central African Republic.1996.Mixed Dem,1,1996,1
282,Central African Republic,482,Middle Africa,Africa,Michel Gbezera-Bria,Democracy,Mixed Dem,Michel Gbezera-Bria.Central African Republic.1997.Mixed Dem,2,1997,1
283,Central African Republic,482,Middle Africa,Africa,Anicet Georges Dologuele,Democracy,Mixed Dem,Anicet Georges Dologuele.Central African Republic.1999.Mixed Dem,2,1999,1
284,Central African Republic,482,Middle Africa,Africa,Martin Ziguele,Democracy,Mixed Dem,Martin Ziguele.Central African Republic.2001.Mixed Dem,2,2001,1
285,Central African Republic,482,Middle Africa,Africa,Franï¿½ois Bozizï¿½,Non-democracy,Military Dict,Franï¿½ois Bozizï¿½.Central African Republic.2003.Military Dict,6,2003,0
286,Chad,483,Middle Africa,Africa,Ngarta Tombolbaye,Non-democracy,Civilian Dict,Ngarta Tombolbaye.Chad.1960.Civilian Dict,15,1960,0
287,Chad,483,Middle Africa,Africa,Felix Malloum,Non-democracy,Military Dict,Felix Malloum.Chad.1975.Military Dict,4,1975,1
288,Chad,483,Middle Africa,Africa,Goukouni Ouedei,Non-democracy,Civilian Dict,Goukouni Ouedei.Chad.1979.Civilian Dict,3,1979,1
289,Chad,483,Middle Africa,Africa,Hissene Habre,Non-democracy,Civilian Dict,Hissene Habre.Chad.1982.Civilian Dict,8,1982,1
290,Chad,483,Middle Africa,Africa,Idriss Deby,Non-democracy,Military Dict,Idriss Deby.Chad.1990.Military Dict,19,1990,0
291,Chile,155,South America,Americas,Gabriel Gonzalez Videla,Democracy,Presidential Dem,Gabriel Gonzalez Videla.Chile.1946.Presidential Dem,6,1946,1
292,Chile,155,South America,Americas,Carlos Ibanez del Campo,Democracy,Presidential Dem,Carlos Ibanez del Campo.Chile.1952.Presidential Dem,6,1952,1
293,Chile,155,South America,Americas,Jorge Alessandri Rodriguez,Democracy,Presidential Dem,Jorge Alessandri Rodriguez.Chile.1958.Presidential Dem,6,1958,1
294,Chile,155,South America,Americas,Eduardo Frei Montalva,Democracy,Presidential Dem,Eduardo Frei Montalva.Chile.1964.Presidential Dem,6,1964,1
295,Chile,155,South America,Americas,Salvador Allende Gossens,Democracy,Presidential Dem,Salvador Allende Gossens.Chile.1970.Presidential Dem,3,1970,0
296,Chile,155,South America,Americas,Augusto Pinochet Ugarte,Non-democracy,Military Dict,Augusto Pinochet Ugarte.Chile.1973.Military Dict,17,1973,1
297,Chile,155,South America,Americas,Patricio Aylwin Azacar,Democracy,Presidential Dem,Patricio Aylwin Azacar.Chile.1990.Presidential Dem,4,1990,1
298,Chile,155,South America,Americas,Eduardo Frei Ruiz-Tagle,Democracy,Presidential Dem,Eduardo Frei Ruiz-Tagle.Chile.1994.Presidential Dem,6,1994,1
299,Chile,155,South America,Americas,Ricardo Froilan Lagos Escobar,Democracy,Presidential Dem,Ricardo Froilan Lagos Escobar.Chile.2000.Presidential Dem,6,2000,1
300,Chile,155,South America,Americas,Verï¿½nica Michelle Bachelet Jeria,Democracy,Presidential Dem,Verï¿½nica Michelle Bachelet Jeria.Chile.2006.Presidential Dem,3,2006,0
301,China,710,Eastern Asia,Asia,Chiang Kai-Shek,Non-democracy,Military Dict,Chiang Kai-Shek.China.1946.Military Dict,3,1946,1
302,China,710,Eastern Asia,Asia,Mao Zedong,Non-democracy,Civilian Dict,Mao Zedong.China.1949.Civilian Dict,27,1949,0
303,China,710,Eastern Asia,Asia,Hua Guofeng,Non-democracy,Civilian Dict,Hua Guofeng.China.1976.Civilian Dict,2,1976,1
304,China,710,Eastern Asia,Asia,Deng Xiaoping,Non-democracy,Civilian Dict,Deng Xiaoping.China.1978.Civilian Dict,19,1978,0
305,China,710,Eastern Asia,Asia,Jiang Zemin,Non-democracy,Civilian Dict,Jiang Zemin.China.1997.Civilian Dict,5,1997,1
306,China,710,Eastern Asia,Asia,Hu Jintao,Non-democracy,Civilian Dict,Hu Jintao.China.1949.Civilian Dict,7,2002,0
307,Colombia,100,South America,Americas,Luis Mariano Ospina Perez,Democracy,Presidential Dem,Luis Mariano Ospina Perez.Colombia.1946.Presidential Dem,3,1946,1
308,Colombia,100,South America,Americas,Luis Mariano Ospina Perez,Non-democracy,Civilian Dict,Luis Mariano Ospina Perez.Colombia.1949.Civilian Dict,1,1949,1
309,Colombia,100,South America,Americas,Laureano Gomez Castro,Non-democracy,Civilian Dict,Laureano Gomez Castro.Colombia.1950.Civilian Dict,1,1950,1
310,Colombia,100,South America,Americas,Roberto Urdaneta Arbelaez,Non-democracy,Civilian Dict,Roberto Urdaneta Arbelaez.Colombia.1951.Civilian Dict,2,1951,1
311,Colombia,100,South America,Americas,Gustavo Rojas Pinilla,Non-democracy,Military Dict,Gustavo Rojas Pinilla.Colombia.1953.Military Dict,4,1953,1
312,Colombia,100,South America,Americas,Gabriel Paris,Non-democracy,Military Dict,Gabriel Paris.Colombia.1957.Military Dict,1,1957,1
313,Colombia,100,South America,Americas,Alberto Lleras Camargo,Democracy,Presidential Dem,Alberto Lleras Camargo.Colombia.1958.Presidential Dem,4,1958,1
314,Colombia,100,South America,Americas,Guillermo Valencia,Democracy,Presidential Dem,Guillermo Valencia.Colombia.1962.Presidential Dem,4,1962,1
315,Colombia,100,South America,Americas,Carlos Lleras Restrepo,Democracy,Presidential Dem,Carlos Lleras Restrepo.Colombia.1966.Presidential Dem,4,1966,1
316,Colombia,100,South America,Americas,Misael Pastrana Borrero,Democracy,Presidential Dem,Misael Pastrana Borrero.Colombia.1970.Presidential Dem,4,1970,1
317,Colombia,100,South America,Americas,Alfonso Lopez Michelson,Democracy,Presidential Dem,Alfonso Lopez Michelson.Colombia.1974.Presidential Dem,4,1974,1
318,Colombia,100,South America,Americas,Julio Turbay Ayala,Democracy,Presidential Dem,Julio Turbay Ayala.Colombia.1978.Presidential Dem,4,1978,1
319,Colombia,100,South America,Americas,Belisario Betancur Cuartas,Democracy,Presidential Dem,Belisario Betancur Cuartas.Colombia.1982.Presidential Dem,4,1982,1
